Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Offence Count
2023,December,Alpine,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,3
2023,December,Alpine,1 Residential,11 Dwelling - private,112 House,235
2023,December,Alpine,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,4
2023,December,Alpine,1 Residential,11 Dwelling - private,117 Farm House,5
2023,December,Alpine,1 Residential,12 Dwelling  - non-private,122 Holiday Home,5
2023,December,Alpine,1 Residential,12 Dwelling  - non-private,123 Guest House,3
2023,December,Alpine,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,7
2023,December,Alpine,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,2
2023,December,Alpine,1 Residential,13 Grounds/surrounding land,1310 Farm Building,1
2023,December,Alpine,1 Residential,13 Grounds/surrounding land,132 Backyard,6
2023,December,Alpine,1 Residential,13 Grounds/surrounding land,133 Frontyard,2
2023,December,Alpine,1 Residential,13 Grounds/surrounding land,134 Garage,4
2023,December,Alpine,1 Residential,13 Grounds/surrounding land,135 Shed,10
2023,December,Alpine,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,1
2023,December,Alpine,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),2
2023,December,Alpine,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,13
2023,December,Alpine,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,1
2023,December,Alpine,2 Community,21 Education,211 School,4
2023,December,Alpine,2 Community,21 Education,213 Other Educational,2
2023,December,Alpine,2 Community,22 Health,221 Hospital,1
2023,December,Alpine,2 Community,23 Religious,231 Church,1
2023,December,Alpine,2 Community,25 Other Transport,255 Carpark (Single Level),5
2023,December,Alpine,2 Community,26 Justice,261 Police Station,1
2023,December,Alpine,2 Community,26 Justice,262 Court,3
2023,December,Alpine,2 Community,27 Open Space,271 Parkland/Reserve,18
2023,December,Alpine,2 Community,27 Open Space,273 Vacant Block,1
2023,December,Alpine,2 Community,27 Open Space,275 Other Open Space,4
2023,December,Alpine,2 Community,28 Street/footpath,281 Street/Lane/Footpath,66
2023,December,Alpine,3 Other,31 Admin/professional,311 Business Office,5
2023,December,Alpine,3 Other,33 Retail,331 Chemist/Pharmacy,1
2023,December,Alpine,3 Other,33 Retail,3310 24Hr Convenience,1
2023,December,Alpine,3 Other,33 Retail,3312 Other Retail,18
2023,December,Alpine,3 Other,33 Retail,332 Service Station,11
2023,December,Alpine,3 Other,33 Retail,335 Supermarket,15
2023,December,Alpine,3 Other,33 Retail,336 Department Store,3
2023,December,Alpine,3 Other,33 Retail,337 Shopping Complex,1
2023,December,Alpine,3 Other,33 Retail,338 Car Sales Yard,1
2023,December,Alpine,3 Other,33 Retail,339 Milkbar,1
2023,December,Alpine,3 Other,35 Warehousing/storage,351 Warehousing/Storage,3
2023,December,Alpine,3 Other,36 Manufacturing,362 Any Manufacturing,1
2023,December,Alpine,3 Other,37 Agricultural,371 Farmland/Agricultural,3
2023,December,Alpine,3 Other,37 Agricultural,373 Other Agricultural,1
2023,December,Alpine,3 Other,38 Recreational,381 Licensed Premises,20
2023,December,Alpine,3 Other,38 Recreational,384 Sport Area/Facility,3
2023,December,Alpine,3 Other,38 Recreational,385 Gaming Venue,1
2023,December,Alpine,3 Other,38 Recreational,386 Other Rec./Sports,3
2023,December,Alpine,3 Other,39 Other location,392 Other Location (Not Elsewhere),7
2023,December,Ararat,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,147
2023,December,Ararat,1 Residential,11 Dwelling - private,112 House,486
2023,December,Ararat,1 Residential,11 Dwelling - private,113 Bungalow,2
2023,December,Ararat,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,5
2023,December,Ararat,1 Residential,11 Dwelling - private,116 Ministry Of Housing,2
2023,December,Ararat,1 Residential,11 Dwelling - private,117 Farm House,5
2023,December,Ararat,1 Residential,12 Dwelling  - non-private,124 Nursing Home,4
2023,December,Ararat,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,1
2023,December,Ararat,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,3
2023,December,Ararat,1 Residential,13 Grounds/surrounding land,1310 Farm Building,5
2023,December,Ararat,1 Residential,13 Grounds/surrounding land,132 Backyard,23
2023,December,Ararat,1 Residential,13 Grounds/surrounding land,133 Frontyard,33
2023,December,Ararat,1 Residential,13 Grounds/surrounding land,134 Garage,8
2023,December,Ararat,1 Residential,13 Grounds/surrounding land,135 Shed,21
2023,December,Ararat,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,10
2023,December,Ararat,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),14
2023,December,Ararat,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,20
2023,December,Ararat,2 Community,21 Education,211 School,8
2023,December,Ararat,2 Community,21 Education,212 School Grounds,14
2023,December,Ararat,2 Community,21 Education,213 Other Educational,2
2023,December,Ararat,2 Community,22 Health,222 Medical Centre,1
2023,December,Ararat,2 Community,22 Health,224 Other Health,7
2023,December,Ararat,2 Community,23 Religious,231 Church,1
2023,December,Ararat,2 Community,23 Religious,232 Other religious,1
2023,December,Ararat,2 Community,24 Public Transport,241 Train,1
2023,December,Ararat,2 Community,24 Public Transport,2410 Rail Track,1
2023,December,Ararat,2 Community,24 Public Transport,242 Train Station,2
2023,December,Ararat,2 Community,24 Public Transport,246 Depot/Terminal,1
2023,December,Ararat,2 Community,24 Public Transport,247 Freight Yard,1
2023,December,Ararat,2 Community,25 Other Transport,251 Private Car,5
2023,December,Ararat,2 Community,25 Other Transport,255 Carpark (Single Level),15
2023,December,Ararat,2 Community,25 Other Transport,257 Other Transport Type/Area,4
2023,December,Ararat,2 Community,26 Justice,261 Police Station,12
2023,December,Ararat,2 Community,26 Justice,262 Court,30
2023,December,Ararat,2 Community,26 Justice,265 Other Justice Facility,6
2023,December,Ararat,2 Community,27 Open Space,271 Parkland/Reserve,24
2023,December,Ararat,2 Community,27 Open Space,272 Rural,6
2023,December,Ararat,2 Community,27 Open Space,273 Vacant Block,1
2023,December,Ararat,2 Community,27 Open Space,275 Other Open Space,5
2023,December,Ararat,2 Community,28 Street/footpath,281 Street/Lane/Footpath,155
2023,December,Ararat,2 Community,29 Other community location,292 Civic Centre,2
2023,December,Ararat,3 Other,31 Admin/professional,311 Business Office,5
2023,December,Ararat,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2023,December,Ararat,3 Other,33 Retail,331 Chemist/Pharmacy,2
2023,December,Ararat,3 Other,33 Retail,3310 24Hr Convenience,2
2023,December,Ararat,3 Other,33 Retail,3311 Restaurant/Fastfood,14
2023,December,Ararat,3 Other,33 Retail,3312 Other Retail,56
2023,December,Ararat,3 Other,33 Retail,332 Service Station,36
2023,December,Ararat,3 Other,33 Retail,335 Supermarket,26
2023,December,Ararat,3 Other,33 Retail,336 Department Store,7
2023,December,Ararat,3 Other,33 Retail,337 Shopping Complex,3
2023,December,Ararat,3 Other,33 Retail,338 Car Sales Yard,1
2023,December,Ararat,3 Other,34 Wholesale,341 Any Wholesale,2
2023,December,Ararat,3 Other,35 Warehousing/storage,351 Warehousing/Storage,8
2023,December,Ararat,3 Other,36 Manufacturing,361 Factory,2
2023,December,Ararat,3 Other,37 Agricultural,371 Farmland/Agricultural,22
2023,December,Ararat,3 Other,37 Agricultural,373 Other Agricultural,2
2023,December,Ararat,3 Other,38 Recreational,381 Licensed Premises,12
2023,December,Ararat,3 Other,38 Recreational,384 Sport Area/Facility,19
2023,December,Ararat,3 Other,38 Recreational,385 Gaming Venue,1
2023,December,Ararat,3 Other,38 Recreational,386 Other Rec./Sports,12
2023,December,Ararat,3 Other,38 Recreational,387 Gym/Fitness,1
2023,December,Ararat,3 Other,39 Other location,392 Other Location (Not Elsewhere),15
2023,December,Ararat,3 Other,39 Other location,393 Construction Site,2
2023,December,Ballarat,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,408
2023,December,Ballarat,1 Residential,11 Dwelling - private,112 House,3519
2023,December,Ballarat,1 Residential,11 Dwelling - private,113 Bungalow,2
2023,December,Ballarat,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,10
2023,December,Ballarat,1 Residential,11 Dwelling - private,116 Ministry Of Housing,18
2023,December,Ballarat,1 Residential,11 Dwelling - private,117 Farm House,8
2023,December,Ballarat,1 Residential,12 Dwelling  - non-private,121 Boarding House,18
2023,December,Ballarat,1 Residential,12 Dwelling  - non-private,122 Holiday Home,7
2023,December,Ballarat,1 Residential,12 Dwelling  - non-private,123 Guest House,4
2023,December,Ballarat,1 Residential,12 Dwelling  - non-private,124 Nursing Home,8
2023,December,Ballarat,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,62
2023,December,Ballarat,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,39
2023,December,Ballarat,1 Residential,13 Grounds/surrounding land,1310 Farm Building,5
2023,December,Ballarat,1 Residential,13 Grounds/surrounding land,1311 Storage Cage,7
2023,December,Ballarat,1 Residential,13 Grounds/surrounding land,132 Backyard,96
2023,December,Ballarat,1 Residential,13 Grounds/surrounding land,133 Frontyard,235
2023,December,Ballarat,1 Residential,13 Grounds/surrounding land,134 Garage,101
2023,December,Ballarat,1 Residential,13 Grounds/surrounding land,135 Shed,96
2023,December,Ballarat,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,122
2023,December,Ballarat,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),41
2023,December,Ballarat,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,524
2023,December,Ballarat,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,19
2023,December,Ballarat,2 Community,21 Education,211 School,117
2023,December,Ballarat,2 Community,21 Education,212 School Grounds,51
2023,December,Ballarat,2 Community,21 Education,213 Other Educational,23
2023,December,Ballarat,2 Community,22 Health,221 Hospital,30
2023,December,Ballarat,2 Community,22 Health,222 Medical Centre,12
2023,December,Ballarat,2 Community,22 Health,223 Dental,1
2023,December,Ballarat,2 Community,22 Health,224 Other Health,28
2023,December,Ballarat,2 Community,23 Religious,231 Church,33
2023,December,Ballarat,2 Community,23 Religious,232 Other religious,2
2023,December,Ballarat,2 Community,24 Public Transport,241 Train,2
2023,December,Ballarat,2 Community,24 Public Transport,2410 Rail Track,2
2023,December,Ballarat,2 Community,24 Public Transport,242 Train Station,59
2023,December,Ballarat,2 Community,24 Public Transport,243 Railway Carpark,61
2023,December,Ballarat,2 Community,24 Public Transport,245 Bus/Bus Stop,52
2023,December,Ballarat,2 Community,24 Public Transport,246 Depot/Terminal,2
2023,December,Ballarat,2 Community,24 Public Transport,247 Freight Yard,1
2023,December,Ballarat,2 Community,24 Public Transport,249 Taxi,7
2023,December,Ballarat,2 Community,25 Other Transport,251 Private Car,9
2023,December,Ballarat,2 Community,25 Other Transport,252 Airfield,2
2023,December,Ballarat,2 Community,25 Other Transport,255 Carpark (Single Level),238
2023,December,Ballarat,2 Community,25 Other Transport,256 Carpark (Multi Level),27
2023,December,Ballarat,2 Community,25 Other Transport,257 Other Transport Type/Area,21
2023,December,Ballarat,2 Community,26 Justice,261 Police Station,107
2023,December,Ballarat,2 Community,26 Justice,262 Court,244
2023,December,Ballarat,2 Community,26 Justice,265 Other Justice Facility,4
2023,December,Ballarat,2 Community,27 Open Space,271 Parkland/Reserve,125
2023,December,Ballarat,2 Community,27 Open Space,272 Rural,14
2023,December,Ballarat,2 Community,27 Open Space,273 Vacant Block,6
2023,December,Ballarat,2 Community,27 Open Space,275 Other Open Space,29
2023,December,Ballarat,2 Community,28 Street/footpath,281 Street/Lane/Footpath,1671
2023,December,Ballarat,2 Community,29 Other community location,291 Cemetery,4
2023,December,Ballarat,2 Community,29 Other community location,292 Civic Centre,10
2023,December,Ballarat,2 Community,29 Other community location,294 Car Wash,11
2023,December,Ballarat,3 Other,31 Admin/professional,311 Business Office,129
2023,December,Ballarat,3 Other,31 Admin/professional,312 Other Admin/Professional,14
2023,December,Ballarat,3 Other,32 Financial,321 Bank,6
2023,December,Ballarat,3 Other,32 Financial,324 Other Financial,10
2023,December,Ballarat,3 Other,33 Retail,331 Chemist/Pharmacy,24
2023,December,Ballarat,3 Other,33 Retail,3310 24Hr Convenience,20
2023,December,Ballarat,3 Other,33 Retail,3311 Restaurant/Fastfood,112
2023,December,Ballarat,3 Other,33 Retail,3312 Other Retail,425
2023,December,Ballarat,3 Other,33 Retail,332 Service Station,486
2023,December,Ballarat,3 Other,33 Retail,333 Jeweller,2
2023,December,Ballarat,3 Other,33 Retail,334 2nd Hand Dealer,6
2023,December,Ballarat,3 Other,33 Retail,335 Supermarket,248
2023,December,Ballarat,3 Other,33 Retail,336 Department Store,85
2023,December,Ballarat,3 Other,33 Retail,337 Shopping Complex,307
2023,December,Ballarat,3 Other,33 Retail,338 Car Sales Yard,49
2023,December,Ballarat,3 Other,33 Retail,339 Milkbar,13
2023,December,Ballarat,3 Other,34 Wholesale,341 Any Wholesale,9
2023,December,Ballarat,3 Other,35 Warehousing/storage,351 Warehousing/Storage,81
2023,December,Ballarat,3 Other,36 Manufacturing,361 Factory,55
2023,December,Ballarat,3 Other,36 Manufacturing,362 Any Manufacturing,22
2023,December,Ballarat,3 Other,37 Agricultural,371 Farmland/Agricultural,12
2023,December,Ballarat,3 Other,37 Agricultural,373 Other Agricultural,9
2023,December,Ballarat,3 Other,38 Recreational,381 Licensed Premises,170
2023,December,Ballarat,3 Other,38 Recreational,382 Tab,2
2023,December,Ballarat,3 Other,38 Recreational,383 Cinema,1
2023,December,Ballarat,3 Other,38 Recreational,384 Sport Area/Facility,59
2023,December,Ballarat,3 Other,38 Recreational,385 Gaming Venue,6
2023,December,Ballarat,3 Other,38 Recreational,386 Other Rec./Sports,43
2023,December,Ballarat,3 Other,38 Recreational,387 Gym/Fitness,8
2023,December,Ballarat,3 Other,39 Other location,391 Massage Parlour/Brothel,8
2023,December,Ballarat,3 Other,39 Other location,392 Other Location (Not Elsewhere),114
2023,December,Ballarat,3 Other,39 Other location,393 Construction Site,52
2023,December,Ballarat,3 Other,39 Other location,394 Veterinary Clinic,1
2023,December,Banyule,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,464
2023,December,Banyule,1 Residential,11 Dwelling - private,112 House,2106
2023,December,Banyule,1 Residential,11 Dwelling - private,113 Bungalow,8
2023,December,Banyule,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,5
2023,December,Banyule,1 Residential,11 Dwelling - private,115 Houseboat,1
2023,December,Banyule,1 Residential,11 Dwelling - private,116 Ministry Of Housing,16
2023,December,Banyule,1 Residential,12 Dwelling  - non-private,121 Boarding House,9
2023,December,Banyule,1 Residential,12 Dwelling  - non-private,122 Holiday Home,5
2023,December,Banyule,1 Residential,12 Dwelling  - non-private,123 Guest House,2
2023,December,Banyule,1 Residential,12 Dwelling  - non-private,124 Nursing Home,10
2023,December,Banyule,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,5
2023,December,Banyule,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,16
2023,December,Banyule,1 Residential,13 Grounds/surrounding land,1311 Storage Cage,3
2023,December,Banyule,1 Residential,13 Grounds/surrounding land,132 Backyard,39
2023,December,Banyule,1 Residential,13 Grounds/surrounding land,133 Frontyard,159
2023,December,Banyule,1 Residential,13 Grounds/surrounding land,134 Garage,43
2023,December,Banyule,1 Residential,13 Grounds/surrounding land,135 Shed,14
2023,December,Banyule,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,21
2023,December,Banyule,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),33
2023,December,Banyule,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,334
2023,December,Banyule,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,60
2023,December,Banyule,2 Community,21 Education,211 School,44
2023,December,Banyule,2 Community,21 Education,212 School Grounds,34
2023,December,Banyule,2 Community,21 Education,213 Other Educational,14
2023,December,Banyule,2 Community,22 Health,221 Hospital,86
2023,December,Banyule,2 Community,22 Health,222 Medical Centre,20
2023,December,Banyule,2 Community,22 Health,223 Dental,3
2023,December,Banyule,2 Community,22 Health,224 Other Health,45
2023,December,Banyule,2 Community,23 Religious,231 Church,7
2023,December,Banyule,2 Community,23 Religious,232 Other religious,1
2023,December,Banyule,2 Community,24 Public Transport,241 Train,14
2023,December,Banyule,2 Community,24 Public Transport,2410 Rail Track,6
2023,December,Banyule,2 Community,24 Public Transport,242 Train Station,119
2023,December,Banyule,2 Community,24 Public Transport,243 Railway Carpark,21
2023,December,Banyule,2 Community,24 Public Transport,244 Tram/Tram Stop,4
2023,December,Banyule,2 Community,24 Public Transport,245 Bus/Bus Stop,43
2023,December,Banyule,2 Community,24 Public Transport,249 Taxi,3
2023,December,Banyule,2 Community,25 Other Transport,251 Private Car,9
2023,December,Banyule,2 Community,25 Other Transport,255 Carpark (Single Level),109
2023,December,Banyule,2 Community,25 Other Transport,256 Carpark (Multi Level),24
2023,December,Banyule,2 Community,25 Other Transport,257 Other Transport Type/Area,8
2023,December,Banyule,2 Community,26 Justice,261 Police Station,136
2023,December,Banyule,2 Community,26 Justice,262 Court,632
2023,December,Banyule,2 Community,26 Justice,264 Youth Training Centre,1
2023,December,Banyule,2 Community,26 Justice,265 Other Justice Facility,11
2023,December,Banyule,2 Community,27 Open Space,271 Parkland/Reserve,73
2023,December,Banyule,2 Community,27 Open Space,273 Vacant Block,2
2023,December,Banyule,2 Community,27 Open Space,275 Other Open Space,11
2023,December,Banyule,2 Community,28 Street/footpath,281 Street/Lane/Footpath,1238
2023,December,Banyule,2 Community,29 Other community location,291 Cemetery,1
2023,December,Banyule,2 Community,29 Other community location,292 Civic Centre,6
2023,December,Banyule,2 Community,29 Other community location,294 Car Wash,8
2023,December,Banyule,3 Other,31 Admin/professional,311 Business Office,25
2023,December,Banyule,3 Other,31 Admin/professional,312 Other Admin/Professional,20
2023,December,Banyule,3 Other,32 Financial,321 Bank,12
2023,December,Banyule,3 Other,32 Financial,322 Credit Society,1
2023,December,Banyule,3 Other,32 Financial,323 ATM/Eftpos,2
2023,December,Banyule,3 Other,32 Financial,324 Other Financial,1
2023,December,Banyule,3 Other,33 Retail,331 Chemist/Pharmacy,50
2023,December,Banyule,3 Other,33 Retail,3310 24Hr Convenience,20
2023,December,Banyule,3 Other,33 Retail,3311 Restaurant/Fastfood,78
2023,December,Banyule,3 Other,33 Retail,3312 Other Retail,211
2023,December,Banyule,3 Other,33 Retail,332 Service Station,160
2023,December,Banyule,3 Other,33 Retail,334 2nd Hand Dealer,8
2023,December,Banyule,3 Other,33 Retail,335 Supermarket,228
2023,December,Banyule,3 Other,33 Retail,336 Department Store,23
2023,December,Banyule,3 Other,33 Retail,337 Shopping Complex,253
2023,December,Banyule,3 Other,33 Retail,338 Car Sales Yard,18
2023,December,Banyule,3 Other,33 Retail,339 Milkbar,2
2023,December,Banyule,3 Other,34 Wholesale,341 Any Wholesale,2
2023,December,Banyule,3 Other,35 Warehousing/storage,351 Warehousing/Storage,15
2023,December,Banyule,3 Other,36 Manufacturing,361 Factory,26
2023,December,Banyule,3 Other,36 Manufacturing,362 Any Manufacturing,3
2023,December,Banyule,3 Other,37 Agricultural,373 Other Agricultural,1
2023,December,Banyule,3 Other,38 Recreational,381 Licensed Premises,72
2023,December,Banyule,3 Other,38 Recreational,383 Cinema,1
2023,December,Banyule,3 Other,38 Recreational,384 Sport Area/Facility,48
2023,December,Banyule,3 Other,38 Recreational,385 Gaming Venue,6
2023,December,Banyule,3 Other,38 Recreational,386 Other Rec./Sports,20
2023,December,Banyule,3 Other,38 Recreational,387 Gym/Fitness,20
2023,December,Banyule,3 Other,39 Other location,391 Massage Parlour/Brothel,1
2023,December,Banyule,3 Other,39 Other location,392 Other Location (Not Elsewhere),68
2023,December,Banyule,3 Other,39 Other location,393 Construction Site,42
2023,December,Banyule,3 Other,39 Other location,394 Veterinary Clinic,3
2023,December,Bass Coast,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,121
2023,December,Bass Coast,1 Residential,11 Dwelling - private,112 House,1090
2023,December,Bass Coast,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,8
2023,December,Bass Coast,1 Residential,11 Dwelling - private,115 Houseboat,1
2023,December,Bass Coast,1 Residential,11 Dwelling - private,116 Ministry Of Housing,11
2023,December,Bass Coast,1 Residential,11 Dwelling - private,117 Farm House,7
2023,December,Bass Coast,1 Residential,12 Dwelling  - non-private,121 Boarding House,3
2023,December,Bass Coast,1 Residential,12 Dwelling  - non-private,122 Holiday Home,61
2023,December,Bass Coast,1 Residential,12 Dwelling  - non-private,123 Guest House,7
2023,December,Bass Coast,1 Residential,12 Dwelling  - non-private,124 Nursing Home,7
2023,December,Bass Coast,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,27
2023,December,Bass Coast,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,10
2023,December,Bass Coast,1 Residential,13 Grounds/surrounding land,1310 Farm Building,1
2023,December,Bass Coast,1 Residential,13 Grounds/surrounding land,132 Backyard,29
2023,December,Bass Coast,1 Residential,13 Grounds/surrounding land,133 Frontyard,61
2023,December,Bass Coast,1 Residential,13 Grounds/surrounding land,134 Garage,34
2023,December,Bass Coast,1 Residential,13 Grounds/surrounding land,135 Shed,30
2023,December,Bass Coast,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,15
2023,December,Bass Coast,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),7
2023,December,Bass Coast,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,88
2023,December,Bass Coast,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,6
2023,December,Bass Coast,2 Community,21 Education,211 School,32
2023,December,Bass Coast,2 Community,21 Education,212 School Grounds,12
2023,December,Bass Coast,2 Community,21 Education,213 Other Educational,4
2023,December,Bass Coast,2 Community,22 Health,221 Hospital,11
2023,December,Bass Coast,2 Community,22 Health,222 Medical Centre,4
2023,December,Bass Coast,2 Community,22 Health,224 Other Health,1
2023,December,Bass Coast,2 Community,23 Religious,231 Church,8
2023,December,Bass Coast,2 Community,24 Public Transport,245 Bus/Bus Stop,4
2023,December,Bass Coast,2 Community,25 Other Transport,251 Private Car,3
2023,December,Bass Coast,2 Community,25 Other Transport,254 Dock/Wharf,1
2023,December,Bass Coast,2 Community,25 Other Transport,255 Carpark (Single Level),57
2023,December,Bass Coast,2 Community,25 Other Transport,256 Carpark (Multi Level),1
2023,December,Bass Coast,2 Community,25 Other Transport,257 Other Transport Type/Area,3
2023,December,Bass Coast,2 Community,26 Justice,261 Police Station,42
2023,December,Bass Coast,2 Community,26 Justice,262 Court,15
2023,December,Bass Coast,2 Community,26 Justice,265 Other Justice Facility,1
2023,December,Bass Coast,2 Community,26 Justice,269 Other Justice (nec),1
2023,December,Bass Coast,2 Community,27 Open Space,271 Parkland/Reserve,36
2023,December,Bass Coast,2 Community,27 Open Space,272 Rural,8
2023,December,Bass Coast,2 Community,27 Open Space,273 Vacant Block,2
2023,December,Bass Coast,2 Community,27 Open Space,274 Beach Foreshore,18
2023,December,Bass Coast,2 Community,27 Open Space,275 Other Open Space,12
2023,December,Bass Coast,2 Community,27 Open Space,276 Beach Car Park,12
2023,December,Bass Coast,2 Community,28 Street/footpath,281 Street/Lane/Footpath,333
2023,December,Bass Coast,2 Community,29 Other community location,291 Cemetery,4
2023,December,Bass Coast,2 Community,29 Other community location,292 Civic Centre,5
2023,December,Bass Coast,2 Community,29 Other community location,294 Car Wash,4
2023,December,Bass Coast,3 Other,31 Admin/professional,311 Business Office,20
2023,December,Bass Coast,3 Other,31 Admin/professional,312 Other Admin/Professional,2
2023,December,Bass Coast,3 Other,32 Financial,321 Bank,3
2023,December,Bass Coast,3 Other,33 Retail,331 Chemist/Pharmacy,4
2023,December,Bass Coast,3 Other,33 Retail,3310 24Hr Convenience,8
2023,December,Bass Coast,3 Other,33 Retail,3311 Restaurant/Fastfood,45
2023,December,Bass Coast,3 Other,33 Retail,3312 Other Retail,96
2023,December,Bass Coast,3 Other,33 Retail,332 Service Station,39
2023,December,Bass Coast,3 Other,33 Retail,333 Jeweller,3
2023,December,Bass Coast,3 Other,33 Retail,334 2nd Hand Dealer,2
2023,December,Bass Coast,3 Other,33 Retail,335 Supermarket,77
2023,December,Bass Coast,3 Other,33 Retail,336 Department Store,18
2023,December,Bass Coast,3 Other,33 Retail,337 Shopping Complex,54
2023,December,Bass Coast,3 Other,33 Retail,338 Car Sales Yard,11
2023,December,Bass Coast,3 Other,33 Retail,339 Milkbar,2
2023,December,Bass Coast,3 Other,35 Warehousing/storage,351 Warehousing/Storage,7
2023,December,Bass Coast,3 Other,36 Manufacturing,361 Factory,9
2023,December,Bass Coast,3 Other,37 Agricultural,371 Farmland/Agricultural,8
2023,December,Bass Coast,3 Other,37 Agricultural,373 Other Agricultural,6
2023,December,Bass Coast,3 Other,38 Recreational,381 Licensed Premises,49
2023,December,Bass Coast,3 Other,38 Recreational,384 Sport Area/Facility,12
2023,December,Bass Coast,3 Other,38 Recreational,385 Gaming Venue,2
2023,December,Bass Coast,3 Other,38 Recreational,386 Other Rec./Sports,14
2023,December,Bass Coast,3 Other,38 Recreational,387 Gym/Fitness,3
2023,December,Bass Coast,3 Other,39 Other location,392 Other Location (Not Elsewhere),57
2023,December,Bass Coast,3 Other,39 Other location,393 Construction Site,12
2023,December,Baw Baw,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,118
2023,December,Baw Baw,1 Residential,11 Dwelling - private,112 House,1790
2023,December,Baw Baw,1 Residential,11 Dwelling - private,113 Bungalow,4
2023,December,Baw Baw,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,33
2023,December,Baw Baw,1 Residential,11 Dwelling - private,115 Houseboat,2
2023,December,Baw Baw,1 Residential,11 Dwelling - private,116 Ministry Of Housing,1
2023,December,Baw Baw,1 Residential,11 Dwelling - private,117 Farm House,15
2023,December,Baw Baw,1 Residential,12 Dwelling  - non-private,121 Boarding House,2
2023,December,Baw Baw,1 Residential,12 Dwelling  - non-private,122 Holiday Home,3
2023,December,Baw Baw,1 Residential,12 Dwelling  - non-private,123 Guest House,5
2023,December,Baw Baw,1 Residential,12 Dwelling  - non-private,124 Nursing Home,8
2023,December,Baw Baw,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,29
2023,December,Baw Baw,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,15
2023,December,Baw Baw,1 Residential,13 Grounds/surrounding land,1310 Farm Building,12
2023,December,Baw Baw,1 Residential,13 Grounds/surrounding land,132 Backyard,35
2023,December,Baw Baw,1 Residential,13 Grounds/surrounding land,133 Frontyard,79
2023,December,Baw Baw,1 Residential,13 Grounds/surrounding land,134 Garage,24
2023,December,Baw Baw,1 Residential,13 Grounds/surrounding land,135 Shed,36
2023,December,Baw Baw,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,4
2023,December,Baw Baw,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),17
2023,December,Baw Baw,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,174
2023,December,Baw Baw,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,3
2023,December,Baw Baw,2 Community,21 Education,211 School,89
2023,December,Baw Baw,2 Community,21 Education,212 School Grounds,32
2023,December,Baw Baw,2 Community,21 Education,213 Other Educational,4
2023,December,Baw Baw,2 Community,22 Health,221 Hospital,3
2023,December,Baw Baw,2 Community,22 Health,222 Medical Centre,4
2023,December,Baw Baw,2 Community,22 Health,224 Other Health,3
2023,December,Baw Baw,2 Community,23 Religious,231 Church,4
2023,December,Baw Baw,2 Community,24 Public Transport,241 Train,12
