Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Offence Count
2017,December,Moyne,3 Other,33 Retail,335 Supermarket,6
2017,December,Moyne,3 Other,33 Retail,339 Milkbar,3
2017,December,Moyne,3 Other,34 Wholesale,341 Any Wholesale,1
2017,December,Moyne,3 Other,35 Warehousing/storage,351 Warehousing/Storage,2
2017,December,Moyne,3 Other,36 Manufacturing,361 Factory,2
2017,December,Moyne,3 Other,37 Agricultural,371 Farmland/Agricultural,20
2017,December,Moyne,3 Other,38 Recreational,381 Licensed Premises,5
2017,December,Moyne,3 Other,38 Recreational,384 Sport Area/Facility,3
2017,December,Moyne,3 Other,38 Recreational,386 Other Rec./Sports,3
2017,December,Moyne,3 Other,39 Other location,392 Other Location (Not Elsewhere),18
2017,December,Murrindindi,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,2
2017,December,Murrindindi,1 Residential,11 Dwelling - private,112 House,171
2017,December,Murrindindi,1 Residential,11 Dwelling - private,113 Bungalow,4
2017,December,Murrindindi,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,12
2017,December,Murrindindi,1 Residential,11 Dwelling - private,117 Farm House,4
2017,December,Murrindindi,1 Residential,12 Dwelling  - non-private,122 Holiday Home,9
2017,December,Murrindindi,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2017,December,Murrindindi,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,4
2017,December,Murrindindi,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,2
2017,December,Murrindindi,1 Residential,13 Grounds/surrounding land,1310 Farm Building,6
2017,December,Murrindindi,1 Residential,13 Grounds/surrounding land,132 Backyard,14
2017,December,Murrindindi,1 Residential,13 Grounds/surrounding land,133 Frontyard,22
2017,December,Murrindindi,1 Residential,13 Grounds/surrounding land,134 Garage,11
2017,December,Murrindindi,1 Residential,13 Grounds/surrounding land,135 Shed,29
2017,December,Murrindindi,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,2
2017,December,Murrindindi,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),1
2017,December,Murrindindi,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,16
2017,December,Murrindindi,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,6
2017,December,Murrindindi,2 Community,21 Education,211 School,8
2017,December,Murrindindi,2 Community,21 Education,212 School Grounds,4
2017,December,Murrindindi,2 Community,21 Education,213 Other Educational,8
2017,December,Murrindindi,2 Community,22 Health,222 Medical Centre,1
2017,December,Murrindindi,2 Community,22 Health,224 Other Health,1
2017,December,Murrindindi,2 Community,23 Religious,231 Church,11
2017,December,Murrindindi,2 Community,24 Public Transport,246 Depot/Terminal,1
2017,December,Murrindindi,2 Community,25 Other Transport,251 Private Car,21
2017,December,Murrindindi,2 Community,25 Other Transport,253 Boat,1
2017,December,Murrindindi,2 Community,25 Other Transport,255 Carpark (Single Level),11
2017,December,Murrindindi,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2017,December,Murrindindi,2 Community,26 Justice,261 Police Station,8
2017,December,Murrindindi,2 Community,27 Open Space,271 Parkland/Reserve,27
2017,December,Murrindindi,2 Community,27 Open Space,272 Rural,5
2017,December,Murrindindi,2 Community,27 Open Space,275 Other Open Space,6
2017,December,Murrindindi,2 Community,28 Street/footpath,281 Street/Lane/Footpath,95
2017,December,Murrindindi,2 Community,29 Other community location,292 Civic Centre,5
2017,December,Murrindindi,3 Other,31 Admin/professional,311 Business Office,3
2017,December,Murrindindi,3 Other,33 Retail,331 Chemist/Pharmacy,1
2017,December,Murrindindi,3 Other,33 Retail,3311 Restaurant/Fastfood,6
2017,December,Murrindindi,3 Other,33 Retail,3312 Other Retail,11
2017,December,Murrindindi,3 Other,33 Retail,332 Service Station,9
2017,December,Murrindindi,3 Other,33 Retail,335 Supermarket,17
2017,December,Murrindindi,3 Other,35 Warehousing/storage,351 Warehousing/Storage,3
2017,December,Murrindindi,3 Other,36 Manufacturing,361 Factory,3
2017,December,Murrindindi,3 Other,36 Manufacturing,362 Any Manufacturing,2
2017,December,Murrindindi,3 Other,37 Agricultural,371 Farmland/Agricultural,16
2017,December,Murrindindi,3 Other,37 Agricultural,372 Orchard,4
2017,December,Murrindindi,3 Other,37 Agricultural,373 Other Agricultural,6
2017,December,Murrindindi,3 Other,38 Recreational,381 Licensed Premises,21
2017,December,Murrindindi,3 Other,38 Recreational,384 Sport Area/Facility,6
2017,December,Murrindindi,3 Other,38 Recreational,386 Other Rec./Sports,2
2017,December,Murrindindi,3 Other,39 Other location,392 Other Location (Not Elsewhere),19
2017,December,Murrindindi,3 Other,39 Other location,393 Construction Site,1
2017,December,Murrindindi,3 Other,39 Other location,394 Veterinary Clinic,1
2017,December,Nillumbik,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,20
2017,December,Nillumbik,1 Residential,11 Dwelling - private,112 House,722
2017,December,Nillumbik,1 Residential,11 Dwelling - private,113 Bungalow,5
2017,December,Nillumbik,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,1
2017,December,Nillumbik,1 Residential,11 Dwelling - private,116 Ministry Of Housing,5
2017,December,Nillumbik,1 Residential,11 Dwelling - private,117 Farm House,3
2017,December,Nillumbik,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2017,December,Nillumbik,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2017,December,Nillumbik,1 Residential,12 Dwelling  - non-private,124 Nursing Home,3
2017,December,Nillumbik,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,4
2017,December,Nillumbik,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,13
2017,December,Nillumbik,1 Residential,13 Grounds/surrounding land,1310 Farm Building,4
2017,December,Nillumbik,1 Residential,13 Grounds/surrounding land,132 Backyard,21
2017,December,Nillumbik,1 Residential,13 Grounds/surrounding land,133 Frontyard,112
2017,December,Nillumbik,1 Residential,13 Grounds/surrounding land,134 Garage,60
2017,December,Nillumbik,1 Residential,13 Grounds/surrounding land,135 Shed,33
2017,December,Nillumbik,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,7
2017,December,Nillumbik,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),21
2017,December,Nillumbik,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,220
2017,December,Nillumbik,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,3
2017,December,Nillumbik,2 Community,21 Education,211 School,27
2017,December,Nillumbik,2 Community,21 Education,212 School Grounds,27
2017,December,Nillumbik,2 Community,21 Education,213 Other Educational,4
2017,December,Nillumbik,2 Community,22 Health,221 Hospital,1
2017,December,Nillumbik,2 Community,22 Health,222 Medical Centre,5
2017,December,Nillumbik,2 Community,22 Health,224 Other Health,3
2017,December,Nillumbik,2 Community,23 Religious,231 Church,4
2017,December,Nillumbik,2 Community,24 Public Transport,241 Train,7
2017,December,Nillumbik,2 Community,24 Public Transport,242 Train Station,49
2017,December,Nillumbik,2 Community,24 Public Transport,243 Railway Carpark,13
2017,December,Nillumbik,2 Community,24 Public Transport,245 Bus/Bus Stop,11
2017,December,Nillumbik,2 Community,24 Public Transport,249 Taxi,1
2017,December,Nillumbik,2 Community,25 Other Transport,251 Private Car,8
2017,December,Nillumbik,2 Community,25 Other Transport,255 Carpark (Single Level),43
2017,December,Nillumbik,2 Community,25 Other Transport,256 Carpark (Multi Level),4
2017,December,Nillumbik,2 Community,25 Other Transport,257 Other Transport Type/Area,3
2017,December,Nillumbik,2 Community,26 Justice,261 Police Station,12
2017,December,Nillumbik,2 Community,26 Justice,265 Other Justice Facility,6
2017,December,Nillumbik,2 Community,26 Justice,269 Other Justice (nec),1
2017,December,Nillumbik,2 Community,27 Open Space,271 Parkland/Reserve,56
2017,December,Nillumbik,2 Community,27 Open Space,272 Rural,1
2017,December,Nillumbik,2 Community,27 Open Space,273 Vacant Block,1
2017,December,Nillumbik,2 Community,27 Open Space,275 Other Open Space,4
2017,December,Nillumbik,2 Community,28 Street/footpath,281 Street/Lane/Footpath,344
2017,December,Nillumbik,2 Community,29 Other community location,291 Cemetery,1
2017,December,Nillumbik,2 Community,29 Other community location,292 Civic Centre,2
2017,December,Nillumbik,2 Community,29 Other community location,293 Gallery,2
2017,December,Nillumbik,2 Community,29 Other community location,294 Car Wash,1
2017,December,Nillumbik,3 Other,31 Admin/professional,311 Business Office,7
2017,December,Nillumbik,3 Other,31 Admin/professional,312 Other Admin/Professional,3
2017,December,Nillumbik,3 Other,32 Financial,321 Bank,1
2017,December,Nillumbik,3 Other,32 Financial,323 ATM/Eftpos,2
2017,December,Nillumbik,3 Other,33 Retail,331 Chemist/Pharmacy,4
2017,December,Nillumbik,3 Other,33 Retail,3310 24Hr Convenience,5
2017,December,Nillumbik,3 Other,33 Retail,3311 Restaurant/Fastfood,29
2017,December,Nillumbik,3 Other,33 Retail,3312 Other Retail,92
2017,December,Nillumbik,3 Other,33 Retail,332 Service Station,72
2017,December,Nillumbik,3 Other,33 Retail,335 Supermarket,29
2017,December,Nillumbik,3 Other,33 Retail,336 Department Store,5
2017,December,Nillumbik,3 Other,33 Retail,337 Shopping Complex,14
2017,December,Nillumbik,3 Other,33 Retail,339 Milkbar,1
2017,December,Nillumbik,3 Other,34 Wholesale,341 Any Wholesale,1
2017,December,Nillumbik,3 Other,35 Warehousing/storage,351 Warehousing/Storage,3
2017,December,Nillumbik,3 Other,36 Manufacturing,361 Factory,6
2017,December,Nillumbik,3 Other,37 Agricultural,371 Farmland/Agricultural,3
2017,December,Nillumbik,3 Other,37 Agricultural,372 Orchard,2
2017,December,Nillumbik,3 Other,37 Agricultural,373 Other Agricultural,2
2017,December,Nillumbik,3 Other,38 Recreational,381 Licensed Premises,17
2017,December,Nillumbik,3 Other,38 Recreational,384 Sport Area/Facility,10
2017,December,Nillumbik,3 Other,38 Recreational,385 Gaming Venue,5
2017,December,Nillumbik,3 Other,38 Recreational,386 Other Rec./Sports,16
2017,December,Nillumbik,3 Other,39 Other location,392 Other Location (Not Elsewhere),17
2017,December,Nillumbik,3 Other,39 Other location,393 Construction Site,10
2017,December,Northern Grampians,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,17
2017,December,Northern Grampians,1 Residential,11 Dwelling - private,112 House,321
2017,December,Northern Grampians,1 Residential,11 Dwelling - private,113 Bungalow,3
2017,December,Northern Grampians,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,4
2017,December,Northern Grampians,1 Residential,11 Dwelling - private,117 Farm House,1
2017,December,Northern Grampians,1 Residential,12 Dwelling  - non-private,122 Holiday Home,5
2017,December,Northern Grampians,1 Residential,12 Dwelling  - non-private,124 Nursing Home,3
2017,December,Northern Grampians,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,8
2017,December,Northern Grampians,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,5
2017,December,Northern Grampians,1 Residential,13 Grounds/surrounding land,132 Backyard,31
2017,December,Northern Grampians,1 Residential,13 Grounds/surrounding land,133 Frontyard,34
2017,December,Northern Grampians,1 Residential,13 Grounds/surrounding land,134 Garage,3
2017,December,Northern Grampians,1 Residential,13 Grounds/surrounding land,135 Shed,11
2017,December,Northern Grampians,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),8
2017,December,Northern Grampians,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,10
2017,December,Northern Grampians,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,2
2017,December,Northern Grampians,2 Community,21 Education,211 School,20
2017,December,Northern Grampians,2 Community,21 Education,212 School Grounds,10
2017,December,Northern Grampians,2 Community,21 Education,213 Other Educational,3
2017,December,Northern Grampians,2 Community,22 Health,221 Hospital,9
2017,December,Northern Grampians,2 Community,22 Health,222 Medical Centre,2
2017,December,Northern Grampians,2 Community,22 Health,224 Other Health,6
2017,December,Northern Grampians,2 Community,23 Religious,231 Church,1
2017,December,Northern Grampians,2 Community,24 Public Transport,242 Train Station,5
2017,December,Northern Grampians,2 Community,24 Public Transport,243 Railway Carpark,1
2017,December,Northern Grampians,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2017,December,Northern Grampians,2 Community,25 Other Transport,251 Private Car,3
2017,December,Northern Grampians,2 Community,25 Other Transport,255 Carpark (Single Level),6
2017,December,Northern Grampians,2 Community,26 Justice,261 Police Station,20
2017,December,Northern Grampians,2 Community,26 Justice,262 Court,19
2017,December,Northern Grampians,2 Community,26 Justice,265 Other Justice Facility,1
2017,December,Northern Grampians,2 Community,27 Open Space,271 Parkland/Reserve,37
2017,December,Northern Grampians,2 Community,27 Open Space,272 Rural,2
2017,December,Northern Grampians,2 Community,27 Open Space,273 Vacant Block,4
2017,December,Northern Grampians,2 Community,27 Open Space,275 Other Open Space,11
2017,December,Northern Grampians,2 Community,28 Street/footpath,281 Street/Lane/Footpath,200
2017,December,Northern Grampians,2 Community,29 Other community location,292 Civic Centre,1
2017,December,Northern Grampians,3 Other,31 Admin/professional,311 Business Office,4
2017,December,Northern Grampians,3 Other,31 Admin/professional,312 Other Admin/Professional,3
2017,December,Northern Grampians,3 Other,32 Financial,321 Bank,1
2017,December,Northern Grampians,3 Other,33 Retail,3311 Restaurant/Fastfood,11
2017,December,Northern Grampians,3 Other,33 Retail,3312 Other Retail,15
2017,December,Northern Grampians,3 Other,33 Retail,332 Service Station,24
2017,December,Northern Grampians,3 Other,33 Retail,333 Jeweller,1
2017,December,Northern Grampians,3 Other,33 Retail,335 Supermarket,10
2017,December,Northern Grampians,3 Other,33 Retail,336 Department Store,1
2017,December,Northern Grampians,3 Other,33 Retail,337 Shopping Complex,2
2017,December,Northern Grampians,3 Other,33 Retail,338 Car Sales Yard,1
2017,December,Northern Grampians,3 Other,33 Retail,339 Milkbar,6
2017,December,Northern Grampians,3 Other,35 Warehousing/storage,351 Warehousing/Storage,5
2017,December,Northern Grampians,3 Other,36 Manufacturing,361 Factory,2
2017,December,Northern Grampians,3 Other,36 Manufacturing,362 Any Manufacturing,1
2017,December,Northern Grampians,3 Other,37 Agricultural,371 Farmland/Agricultural,14
2017,December,Northern Grampians,3 Other,38 Recreational,381 Licensed Premises,40
2017,December,Northern Grampians,3 Other,38 Recreational,384 Sport Area/Facility,20
2017,December,Northern Grampians,3 Other,38 Recreational,385 Gaming Venue,1
2017,December,Northern Grampians,3 Other,38 Recreational,386 Other Rec./Sports,6
2017,December,Northern Grampians,3 Other,39 Other location,392 Other Location (Not Elsewhere),20
2017,December,Northern Grampians,3 Other,39 Other location,393 Construction Site,4
2017,December,Port Phillip,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,1833
2017,December,Port Phillip,1 Residential,11 Dwelling - private,112 House,1215
2017,December,Port Phillip,1 Residential,11 Dwelling - private,113 Bungalow,2
2017,December,Port Phillip,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,2
2017,December,Port Phillip,1 Residential,11 Dwelling - private,115 Houseboat,1
2017,December,Port Phillip,1 Residential,11 Dwelling - private,116 Ministry Of Housing,110
2017,December,Port Phillip,1 Residential,11 Dwelling - private,117 Farm House,45
2017,December,Port Phillip,1 Residential,12 Dwelling  - non-private,121 Boarding House,88
2017,December,Port Phillip,1 Residential,12 Dwelling  - non-private,122 Holiday Home,2
2017,December,Port Phillip,1 Residential,12 Dwelling  - non-private,123 Guest House,9
2017,December,Port Phillip,1 Residential,12 Dwelling  - non-private,124 Nursing Home,9
2017,December,Port Phillip,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,94
2017,December,Port Phillip,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,34
2017,December,Port Phillip,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,3
2017,December,Port Phillip,1 Residential,13 Grounds/surrounding land,132 Backyard,28
2017,December,Port Phillip,1 Residential,13 Grounds/surrounding land,133 Frontyard,103
2017,December,Port Phillip,1 Residential,13 Grounds/surrounding land,134 Garage,82
2017,December,Port Phillip,1 Residential,13 Grounds/surrounding land,135 Shed,7
2017,December,Port Phillip,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,19
2017,December,Port Phillip,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),57
2017,December,Port Phillip,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,130
2017,December,Port Phillip,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,406
2017,December,Port Phillip,2 Community,21 Education,211 School,32
2017,December,Port Phillip,2 Community,21 Education,212 School Grounds,24
2017,December,Port Phillip,2 Community,21 Education,213 Other Educational,16
2017,December,Port Phillip,2 Community,22 Health,221 Hospital,1
2017,December,Port Phillip,2 Community,22 Health,222 Medical Centre,12
2017,December,Port Phillip,2 Community,22 Health,223 Dental,1
2017,December,Port Phillip,2 Community,22 Health,224 Other Health,29
2017,December,Port Phillip,2 Community,23 Religious,231 Church,24
2017,December,Port Phillip,2 Community,23 Religious,232 Other religious,5
2017,December,Port Phillip,2 Community,24 Public Transport,241 Train,2
2017,December,Port Phillip,2 Community,24 Public Transport,242 Train Station,19
2017,December,Port Phillip,2 Community,24 Public Transport,243 Railway Carpark,3
2017,December,Port Phillip,2 Community,24 Public Transport,244 Tram/Tram Stop,76
2017,December,Port Phillip,2 Community,24 Public Transport,245 Bus/Bus Stop,3
2017,December,Port Phillip,2 Community,24 Public Transport,246 Depot/Terminal,1
2017,December,Port Phillip,2 Community,24 Public Transport,247 Freight Yard,1
2017,December,Port Phillip,2 Community,24 Public Transport,249 Taxi,19
2017,December,Port Phillip,2 Community,25 Other Transport,251 Private Car,26
2017,December,Port Phillip,2 Community,25 Other Transport,253 Boat,1
2017,December,Port Phillip,2 Community,25 Other Transport,254 Dock/Wharf,7
2017,December,Port Phillip,2 Community,25 Other Transport,255 Carpark (Single Level),260
2017,December,Port Phillip,2 Community,25 Other Transport,256 Carpark (Multi Level),84
2017,December,Port Phillip,2 Community,25 Other Transport,257 Other Transport Type/Area,11
2017,December,Port Phillip,2 Community,26 Justice,261 Police Station,157
2017,December,Port Phillip,2 Community,26 Justice,262 Court,5
2017,December,Port Phillip,2 Community,26 Justice,264 Youth Training Centre,1
2017,December,Port Phillip,2 Community,26 Justice,265 Other Justice Facility,11
2017,December,Port Phillip,2 Community,26 Justice,269 Other Justice (nec),2
2017,December,Port Phillip,2 Community,27 Open Space,271 Parkland/Reserve,140
2017,December,Port Phillip,2 Community,27 Open Space,274 Beach Foreshore,112
2017,December,Port Phillip,2 Community,27 Open Space,275 Other Open Space,22
2017,December,Port Phillip,2 Community,27 Open Space,276 Beach Car Park,11
2017,December,Port Phillip,2 Community,28 Street/footpath,281 Street/Lane/Footpath,3947
2017,December,Port Phillip,2 Community,29 Other community location,291 Cemetery,2
2017,December,Port Phillip,2 Community,29 Other community location,292 Civic Centre,3
2017,December,Port Phillip,2 Community,29 Other community location,293 Gallery,2
2017,December,Port Phillip,2 Community,29 Other community location,294 Car Wash,5
2017,December,Port Phillip,3 Other,31 Admin/professional,311 Business Office,439
2017,December,Port Phillip,3 Other,31 Admin/professional,312 Other Admin/Professional,152
2017,December,Port Phillip,3 Other,32 Financial,321 Bank,76
2017,December,Port Phillip,3 Other,32 Financial,323 ATM/Eftpos,15
2017,December,Port Phillip,3 Other,32 Financial,324 Other Financial,7
2017,December,Port Phillip,3 Other,33 Retail,331 Chemist/Pharmacy,58
2017,December,Port Phillip,3 Other,33 Retail,3310 24Hr Convenience,141
2017,December,Port Phillip,3 Other,33 Retail,3311 Restaurant/Fastfood,227
2017,December,Port Phillip,3 Other,33 Retail,3312 Other Retail,466
2017,December,Port Phillip,3 Other,33 Retail,332 Service Station,106
2017,December,Port Phillip,3 Other,33 Retail,334 2nd Hand Dealer,4
2017,December,Port Phillip,3 Other,33 Retail,335 Supermarket,267
2017,December,Port Phillip,3 Other,33 Retail,336 Department Store,18
2017,December,Port Phillip,3 Other,33 Retail,337 Shopping Complex,61
2017,December,Port Phillip,3 Other,33 Retail,338 Car Sales Yard,20
2017,December,Port Phillip,3 Other,33 Retail,339 Milkbar,17
2017,December,Port Phillip,3 Other,34 Wholesale,341 Any Wholesale,10
2017,December,Port Phillip,3 Other,35 Warehousing/storage,351 Warehousing/Storage,28
2017,December,Port Phillip,3 Other,36 Manufacturing,361 Factory,11
2017,December,Port Phillip,3 Other,36 Manufacturing,362 Any Manufacturing,2
2017,December,Port Phillip,3 Other,38 Recreational,381 Licensed Premises,253
2017,December,Port Phillip,3 Other,38 Recreational,382 Tab,2
2017,December,Port Phillip,3 Other,38 Recreational,383 Cinema,11
2017,December,Port Phillip,3 Other,38 Recreational,384 Sport Area/Facility,65
2017,December,Port Phillip,3 Other,38 Recreational,385 Gaming Venue,32
2017,December,Port Phillip,3 Other,38 Recreational,386 Other Rec./Sports,82
2017,December,Port Phillip,3 Other,39 Other location,391 Massage Parlour/Brothel,8
2017,December,Port Phillip,3 Other,39 Other location,392 Other Location (Not Elsewhere),136
2017,December,Port Phillip,3 Other,39 Other location,393 Construction Site,39
2017,December,Pyrenees,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,7
2017,December,Pyrenees,1 Residential,11 Dwelling - private,112 House,166
2017,December,Pyrenees,1 Residential,11 Dwelling - private,113 Bungalow,3
2017,December,Pyrenees,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,5
2017,December,Pyrenees,1 Residential,11 Dwelling - private,117 Farm House,5
2017,December,Pyrenees,1 Residential,12 Dwelling  - non-private,122 Holiday Home,4
2017,December,Pyrenees,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2017,December,Pyrenees,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,2
2017,December,Pyrenees,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,1
2017,December,Pyrenees,1 Residential,13 Grounds/surrounding land,1310 Farm Building,6
2017,December,Pyrenees,1 Residential,13 Grounds/surrounding land,132 Backyard,25
2017,December,Pyrenees,1 Residential,13 Grounds/surrounding land,133 Frontyard,16
2017,December,Pyrenees,1 Residential,13 Grounds/surrounding land,134 Garage,4
2017,December,Pyrenees,1 Residential,13 Grounds/surrounding land,135 Shed,7
2017,December,Pyrenees,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),5
2017,December,Pyrenees,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,14
2017,December,Pyrenees,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,2
2017,December,Pyrenees,2 Community,21 Education,211 School,5
2017,December,Pyrenees,2 Community,21 Education,212 School Grounds,2
2017,December,Pyrenees,2 Community,25 Other Transport,255 Carpark (Single Level),6
2017,December,Pyrenees,2 Community,27 Open Space,271 Parkland/Reserve,24
2017,December,Pyrenees,2 Community,27 Open Space,272 Rural,11
2017,December,Pyrenees,2 Community,27 Open Space,273 Vacant Block,2
2017,December,Pyrenees,2 Community,27 Open Space,275 Other Open Space,9
2017,December,Pyrenees,2 Community,28 Street/footpath,281 Street/Lane/Footpath,63
2017,December,Pyrenees,2 Community,29 Other community location,292 Civic Centre,1
2017,December,Pyrenees,3 Other,31 Admin/professional,311 Business Office,1
2017,December,Pyrenees,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2017,December,Pyrenees,3 Other,32 Financial,321 Bank,3
2017,December,Pyrenees,3 Other,33 Retail,331 Chemist/Pharmacy,1
2017,December,Pyrenees,3 Other,33 Retail,3311 Restaurant/Fastfood,3
2017,December,Pyrenees,3 Other,33 Retail,3312 Other Retail,4
2017,December,Pyrenees,3 Other,33 Retail,332 Service Station,5
2017,December,Pyrenees,3 Other,33 Retail,335 Supermarket,4
2017,December,Pyrenees,3 Other,33 Retail,339 Milkbar,1
2017,December,Pyrenees,3 Other,37 Agricultural,371 Farmland/Agricultural,38
2017,December,Pyrenees,3 Other,37 Agricultural,373 Other Agricultural,4
2017,December,Pyrenees,3 Other,38 Recreational,381 Licensed Premises,3
2017,December,Pyrenees,3 Other,38 Recreational,384 Sport Area/Facility,1
2017,December,Pyrenees,3 Other,38 Recreational,386 Other Rec./Sports,6
2017,December,Pyrenees,3 Other,39 Other location,392 Other Location (Not Elsewhere),13
2017,December,Pyrenees,3 Other,39 Other location,393 Construction Site,2
2017,December,Queenscliffe,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,5
2017,December,Queenscliffe,1 Residential,11 Dwelling - private,112 House,33
2017,December,Queenscliffe,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,3
2017,December,Queenscliffe,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2017,December,Queenscliffe,1 Residential,12 Dwelling  - non-private,122 Holiday Home,16
2017,December,Queenscliffe,1 Residential,12 Dwelling  - non-private,123 Guest House,2
2017,December,Queenscliffe,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,1
2017,December,Queenscliffe,1 Residential,13 Grounds/surrounding land,132 Backyard,2
2017,December,Queenscliffe,1 Residential,13 Grounds/surrounding land,133 Frontyard,5
2017,December,Queenscliffe,1 Residential,13 Grounds/surrounding land,134 Garage,2
2017,December,Queenscliffe,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,5
2017,December,Queenscliffe,2 Community,21 Education,211 School,2
2017,December,Queenscliffe,2 Community,25 Other Transport,254 Dock/Wharf,4
2017,December,Queenscliffe,2 Community,25 Other Transport,255 Carpark (Single Level),7
2017,December,Queenscliffe,2 Community,27 Open Space,271 Parkland/Reserve,4
2017,December,Queenscliffe,2 Community,27 Open Space,274 Beach Foreshore,4
2017,December,Queenscliffe,2 Community,27 Open Space,276 Beach Car Park,2
2017,December,Queenscliffe,2 Community,28 Street/footpath,281 Street/Lane/Footpath,13
2017,December,Queenscliffe,3 Other,31 Admin/professional,311 Business Office,1
2017,December,Queenscliffe,3 Other,32 Financial,323 ATM/Eftpos,1
2017,December,Queenscliffe,3 Other,33 Retail,3311 Restaurant/Fastfood,2
2017,December,Queenscliffe,3 Other,33 Retail,3312 Other Retail,4
2017,December,Queenscliffe,3 Other,33 Retail,332 Service Station,1
2017,December,Queenscliffe,3 Other,33 Retail,335 Supermarket,4
2017,December,Queenscliffe,3 Other,33 Retail,336 Department Store,2
2017,December,Queenscliffe,3 Other,38 Recreational,381 Licensed Premises,2
2017,December,Queenscliffe,3 Other,39 Other location,392 Other Location (Not Elsewhere),2
2017,December,South Gippsland,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,17
2017,December,South Gippsland,1 Residential,11 Dwelling - private,112 House,550
2017,December,South Gippsland,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,5
2017,December,South Gippsland,1 Residential,11 Dwelling - private,115 Houseboat,1
2017,December,South Gippsland,1 Residential,11 Dwelling - private,117 Farm House,14
2017,December,South Gippsland,1 Residential,12 Dwelling  - non-private,122 Holiday Home,11
2017,December,South Gippsland,1 Residential,12 Dwelling  - non-private,124 Nursing Home,6
2017,December,South Gippsland,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,3
2017,December,South Gippsland,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,7
2017,December,South Gippsland,1 Residential,13 Grounds/surrounding land,1310 Farm Building,26
2017,December,South Gippsland,1 Residential,13 Grounds/surrounding land,132 Backyard,30
2017,December,South Gippsland,1 Residential,13 Grounds/surrounding land,133 Frontyard,61
2017,December,South Gippsland,1 Residential,13 Grounds/surrounding land,134 Garage,10
2017,December,South Gippsland,1 Residential,13 Grounds/surrounding land,135 Shed,38
2017,December,South Gippsland,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,2
2017,December,South Gippsland,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),1
2017,December,South Gippsland,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,23
2017,December,South Gippsland,2 Community,21 Education,211 School,13
2017,December,South Gippsland,2 Community,21 Education,212 School Grounds,5
