Year,Year ending,Police Region,Local Government Area,Offence Count,"Rate per 100,000 population"
2018,December,4 Western, Corangamite,715,4405.150637669
2018,December,4 Western, Gannawarra,750,7074.804263749
2018,December,4 Western, Glenelg,1343,6751.118483889
2018,December,4 Western, Golden Plains,684,2949.420033634
2018,December,4 Western, Greater Bendigo,10549,9079.407157489
2018,December,4 Western, Greater Geelong,20766,8202.231657944
2018,December,4 Western, Hepburn,740,4653.502704062
2018,December,4 Western, Hindmarsh,351,6167.633104902
2018,December,4 Western, Horsham,3021,15056.818181818
2018,December,4 Western, Loddon,490,6445.672191529
2018,December,4 Western, Macedon Ranges,2331,4728.002920774
2018,December,4 Western, Mildura,7328,13049.827260747
2018,December,4 Western, Moorabool,2440,7039.409151232
2018,December,4 Western, Mount Alexander,879,4507.692307692
2018,December,4 Western, Moyne,530,3136.651476593
2018,December,4 Western, Northern Grampians,988,8492.350008595
2018,December,4 Western, Pyrenees,501,6837.723488467
2018,December,4 Western, Queenscliffe,303,10257.278266757
2018,December,4 Western, Southern Grampians,1562,9588.116137745
2018,December,4 Western, Surf Coast,1185,3618.320610687
2018,December,4 Western, Swan Hill,2526,11892.655367232
2018,December,4 Western, Warrnambool,3950,11343.077850846
2018,December,4 Western, West Wimmera,166,4187.689202825
2018,December,4 Western, Yarriambiack,503,7509.70438937
2018,December,4 Western,Total,83748,8362.590617698
2018,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,2833,
2018,December,Justice Institutions and Immigration Facilities,Total,2833,
2018,December,Unincorporated Vic, Unincorporated Vic,143,
2018,December,Unincorporated Vic,Total,143,
2017,December,1 North West Metro, Banyule,9655,7504.274832893
2017,December,1 North West Metro, Brimbank,17143,8317.161210192
2017,December,1 North West Metro, Darebin,14791,9449.608688708
2017,December,1 North West Metro, Hobsons Bay,6070,6420.358990089
2017,December,1 North West Metro, Hume,20216,9348.482536335
2017,December,1 North West Metro, Maribyrnong,8022,9103.495233772
2017,December,1 North West Metro, Melbourne,36482,23392.495319193
2017,December,1 North West Metro, Melton,10631,7148.765054367
2017,December,1 North West Metro, Merri-bek,12744,7277.71115299
2017,December,1 North West Metro, Moonee Valley,8605,6921.598120993
2017,December,1 North West Metro, Nillumbik,2325,3609.463781166
2017,December,1 North West Metro, Whittlesea,15580,7265.909917641
2017,December,1 North West Metro, Wyndham,14229,5890.145007927
2017,December,1 North West Metro, Yarra,13281,14053.522110409
2017,December,1 North West Metro,Total,189774,8997.324612287
2017,December,2 Eastern, Alpine,454,3578.466146449
2017,December,2 Eastern, Bass Coast,2574,7407.62058248
2017,December,2 Eastern, Baw Baw,3751,7371.813768842
2017,December,2 Eastern, Benalla,1294,9210.619972952
2017,December,2 Eastern, Boroondara,7313,4093.478869298
2017,December,2 Eastern, East Gippsland,3964,8576.559423614
2017,December,2 Eastern, Greater Shepparton,8046,12199.226745508
2017,December,2 Eastern, Indigo,491,2995.729103112
2017,December,2 Eastern, Knox,11278,6982.200897694
2017,December,2 Eastern, Latrobe,13336,17760.494353292
2017,December,2 Eastern, Manningham,4903,3950.018529559
2017,December,2 Eastern, Mansfield,664,7463.189839272
2017,December,2 Eastern, Maroondah,8288,7131.118625401
2017,December,2 Eastern, Mitchell,4401,10224.183993495
2017,December,2 Eastern, Moira,1924,6474.408587677
2017,December,2 Eastern, Monash,11115,5680.598571034
2017,December,2 Eastern, Murrindindi,717,5017.494751575
2017,December,2 Eastern, South Gippsland,1442,4911.276863867
2017,December,2 Eastern, Strathbogie,567,5383.592859856
2017,December,2 Eastern, Towong,217,3578.496042216
2017,December,2 Eastern, Wangaratta,2346,8103.347034645
2017,December,2 Eastern, Wellington,3666,8356.126914661
2017,December,2 Eastern, Whitehorse,8300,4815.055460157
2017,December,2 Eastern, Wodonga,3296,8071.111981781
2017,December,2 Eastern, Yarra Ranges,8209,5238.806351151
2017,December,2 Eastern,Total,112556,6712.359565303
2017,December,3 Southern Metro, Bayside,4761,4592.67833888
2017,December,3 Southern Metro, Cardinia,5816,5687.574566293
2017,December,3 Southern Metro, Casey,21223,6531.23903664
2017,December,3 Southern Metro, Frankston,14276,10153.555095625
2017,December,3 Southern Metro, Glen Eira,6821,4526.150946902
2017,December,3 Southern Metro, Greater Dandenong,18093,11105.177874346
2017,December,3 Southern Metro, Kingston,10709,6687.273635569
2017,December,3 Southern Metro, Mornington Peninsula,10915,6647.867079202
2017,December,3 Southern Metro, Port Phillip,12509,11421.345288204
2017,December,3 Southern Metro, Stonnington,9880,8810.886974513
2017,December,3 Southern Metro,Total,115003,7511.228994416
2017,December,4 Western, Ararat,1255,10639.199728722
2017,December,4 Western, Ballarat,11583,10973.842028972
2017,December,4 Western, Buloke,199,3198.842629802
2017,December,4 Western, Campaspe,3377,8934.098785682
2017,December,4 Western, Central Goldfields,1452,11000.0
2017,December,4 Western, Colac-Otway,1742,8066.682102339
2017,December,4 Western, Corangamite,1027,6308.741323177
2017,December,4 Western, Gannawarra,569,5366.911903414
2017,December,4 Western, Glenelg,1639,8276.941723058
2017,December,4 Western, Golden Plains,688,3042.497678327
2017,December,4 Western, Greater Bendigo,9716,8503.041176213
2017,December,4 Western, Greater Geelong,22946,9313.104747061
2017,December,4 Western, Hepburn,886,5640.437993379
2017,December,4 Western, Hindmarsh,385,6721.368715084
2017,December,4 Western, Horsham,2393,11978.775591931
2017,December,4 Western, Loddon,347,4584.489364513
2017,December,4 Western, Macedon Ranges,2128,4395.332025199
2017,December,4 Western, Mildura,6496,11718.651344867
2017,December,4 Western, Moorabool,2146,6370.031761109
2017,December,4 Western, Mount Alexander,1007,5218.427734881
2017,December,4 Western, Moyne,622,3707.014720782
2017,December,4 Western, Northern Grampians,1054,9093.262013631
2017,December,4 Western, Pyrenees,527,7194.539249147
2017,December,4 Western, Queenscliffe,133,4550.119739993
2017,December,4 Western, Southern Grampians,1279,7891.651755414
2017,December,4 Western, Surf Coast,1166,3695.135477737
2017,December,4 Western, Swan Hill,2414,11457.591722436
2017,December,4 Western, Warrnambool,3482,10086.906141367
2017,December,4 Western, West Wimmera,188,4757.085020243
2017,December,4 Western, Yarriambiack,478,7125.819916518
2017,December,4 Western,Total,83324,8463.138564545
2017,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,2539,
2017,December,Justice Institutions and Immigration Facilities,Total,2539,
2017,December,Unincorporated Vic, Unincorporated Vic,136,
2017,December,Unincorporated Vic,Total,136,
2016,December,1 North West Metro, Banyule,10073,7903.677607162
2016,December,1 North West Metro, Brimbank,19143,9375.09182624
2016,December,1 North West Metro, Darebin,16853,10864.071786806
2016,December,1 North West Metro, Hobsons Bay,6697,7166.78259939
2016,December,1 North West Metro, Hume,23644,11419.960297719
2016,December,1 North West Metro, Maribyrnong,9139,10511.605438108
2016,December,1 North West Metro, Melbourne,37886,25932.263717008
2016,December,1 North West Metro, Melton,12053,8522.839768067
2016,December,1 North West Metro, Merri-bek,14866,8628.274925418
2016,December,1 North West Metro, Moonee Valley,9618,7827.721756965
2016,December,1 North West Metro, Nillumbik,3174,4945.92825755
2016,December,1 North West Metro, Whittlesea,16666,8048.952467425
2016,December,1 North West Metro, Wyndham,15380,6775.091626727
2016,December,1 North West Metro, Yarra,14004,15075.247055784
2016,December,1 North West Metro,Total,209196,10214.61851186
2016,December,2 Eastern, Alpine,387,3076.800763237
2016,December,2 Eastern, Bass Coast,2948,8809.466889792
2016,December,2 Eastern, Baw Baw,4143,8404.333008763
2016,December,2 Eastern, Benalla,1604,11471.892433128
2016,December,2 Eastern, Boroondara,8397,4736.681784336
2016,December,2 Eastern, East Gippsland,4158,9118.421052632
2016,December,2 Eastern, Greater Shepparton,8399,12907.241209737
2016,December,2 Eastern, Indigo,396,2449.737086298
2016,December,2 Eastern, Knox,12132,7565.807936241
2016,December,2 Eastern, Latrobe,14480,19404.465171129
2016,December,2 Eastern, Manningham,5014,4090.723668108
2016,December,2 Eastern, Mansfield,618,7124.740604104
2016,December,2 Eastern, Maroondah,9199,8013.066202091
2016,December,2 Eastern, Mitchell,4710,11269.290584998
2016,December,2 Eastern, Moira,1944,6592.959370549
2016,December,2 Eastern, Monash,12535,6507.462686567
2016,December,2 Eastern, Murrindindi,715,5088.243666382
2016,December,2 Eastern, South Gippsland,1503,5161.046631413
2016,December,2 Eastern, Strathbogie,678,6546.297190306
2016,December,2 Eastern, Towong,243,4019.186238836
2016,December,2 Eastern, Wangaratta,2594,9072.467823167
2016,December,2 Eastern, Wellington,4747,10905.122903745
2016,December,2 Eastern, Whitehorse,7988,4708.767338085
2016,December,2 Eastern, Wodonga,3310,8254.364089776
2016,December,2 Eastern, Yarra Ranges,8917,5744.527334338
2016,December,2 Eastern,Total,121759,7356.932588289
2016,December,3 Southern Metro, Bayside,5395,5242.342972637
2016,December,3 Southern Metro, Cardinia,7229,7408.811863938
2016,December,3 Southern Metro, Casey,24076,7697.201627934
2016,December,3 Southern Metro, Frankston,16908,12120.256340411
2016,December,3 Southern Metro, Glen Eira,7521,5061.817300768
2016,December,3 Southern Metro, Greater Dandenong,20635,12879.005380035
2016,December,3 Southern Metro, Kingston,11568,7278.172403596
2016,December,3 Southern Metro, Mornington Peninsula,12006,7432.767074439
2016,December,3 Southern Metro, Port Phillip,13601,12520.828155063
2016,December,3 Southern Metro, Stonnington,11590,10441.159247948
2016,December,3 Southern Metro,Total,130529,8692.198071493
2016,December,4 Western, Ararat,1179,10038.314176245
2016,December,4 Western, Ballarat,12089,11680.193236715
2016,December,4 Western, Buloke,230,3660.089115213
2016,December,4 Western, Campaspe,3850,10240.723500465
2016,December,4 Western, Central Goldfields,1507,11515.244135402
2016,December,4 Western, Colac-Otway,1996,9343.694410636
2016,December,4 Western, Corangamite,959,5904.081758296
2016,December,4 Western, Gannawarra,612,5791.615406454
2016,December,4 Western, Glenelg,1673,8467.027683587
2016,December,4 Western, Golden Plains,865,3928.960755814
2016,December,4 Western, Greater Bendigo,10853,9667.132817302
2016,December,4 Western, Greater Geelong,22962,9586.313139536
2016,December,4 Western, Hepburn,917,5906.602254428
2016,December,4 Western, Hindmarsh,370,6396.957123098
2016,December,4 Western, Horsham,2824,14202.373767854
2016,December,4 Western, Loddon,478,6324.424450913
2016,December,4 Western, Macedon Ranges,2456,5172.704296546
2016,December,4 Western, Mildura,6518,11925.061290205
2016,December,4 Western, Moorabool,2534,7755.876591577
2016,December,4 Western, Mount Alexander,1254,6566.476409907
2016,December,4 Western, Moyne,646,3859.712015295
2016,December,4 Western, Northern Grampians,1346,11633.535004322
2016,December,4 Western, Pyrenees,561,7668.124658283
2016,December,4 Western, Queenscliffe,143,4882.212359167
2016,December,4 Western, Southern Grampians,1350,8373.1315512
2016,December,4 Western, Surf Coast,1352,4437.879533891
2016,December,4 Western, Swan Hill,2224,10643.185298622
2016,December,4 Western, Warrnambool,3239,9459.143741604
2016,December,4 Western, West Wimmera,187,4749.809499619
2016,December,4 Western, Yarriambiack,440,6525.28548124
2016,December,4 Western,Total,87614,9055.055448185
2016,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,1681,
2016,December,Justice Institutions and Immigration Facilities,Total,1681,
2016,December,Unincorporated Vic, Unincorporated Vic,137,
2016,December,Unincorporated Vic,Total,137,
2015,December,1 North West Metro, Banyule,9226,7317.111858385
2015,December,1 North West Metro, Brimbank,19228,9572.836801752
2015,December,1 North West Metro, Darebin,15339,10093.173832366
2015,December,1 North West Metro, Hobsons Bay,6897,7523.39812815
2015,December,1 North West Metro, Hume,20491,10339.798966575
2015,December,1 North West Metro, Maribyrnong,8678,10235.542502624
2015,December,1 North West Metro, Melbourne,34416,25144.660704892
2015,December,1 North West Metro, Melton,11011,8161.434977578
2015,December,1 North West Metro, Merri-bek,14039,8363.0190028
2015,December,1 North West Metro, Moonee Valley,9621,8002.095965267
2015,December,1 North West Metro, Nillumbik,3022,4745.975657636
2015,December,1 North West Metro, Whittlesea,13731,6975.468257073
2015,December,1 North West Metro, Wyndham,14315,6695.040104763
2015,December,1 North West Metro, Yarra,12954,14405.658174216
2015,December,1 North West Metro,Total,192968,9757.177897794
2015,December,2 Eastern, Alpine,489,3934.34709148
2015,December,2 Eastern, Bass Coast,2786,8552.308447937
2015,December,2 Eastern, Baw Baw,3771,7883.019420114
2015,December,2 Eastern, Benalla,1150,8259.714142067
2015,December,2 Eastern, Boroondara,7457,4267.16565667
2015,December,2 Eastern, East Gippsland,4193,9345.190336096999
2015,December,2 Eastern, Greater Shepparton,7650,11862.488176278
2015,December,2 Eastern, Indigo,511,3209.395804547
2015,December,2 Eastern, Knox,10121,6377.441713926
2015,December,2 Eastern, Latrobe,13270,17868.203484771
2015,December,2 Eastern, Manningham,4382,3627.933932194
2015,December,2 Eastern, Mansfield,414,4853.458382181
2015,December,2 Eastern, Maroondah,7779,6882.669899047
2015,December,2 Eastern, Mitchell,4118,10227.498509835
2015,December,2 Eastern, Moira,1537,5247.883092051
2015,December,2 Eastern, Monash,10097,5337.4142324
2015,December,2 Eastern, Murrindindi,647,4672.154823801
2015,December,2 Eastern, South Gippsland,1343,4666.272888364
2015,December,2 Eastern, Strathbogie,506,4972.972972973
2015,December,2 Eastern, Towong,194,3230.64113239
2015,December,2 Eastern, Wangaratta,2410,8563.408307572
2015,December,2 Eastern, Wellington,4396,10182.525711109
2015,December,2 Eastern, Whitehorse,8361,5016.228799069
2015,December,2 Eastern, Wodonga,3554,9061.010121612
2015,December,2 Eastern, Yarra Ranges,7909,5156.104334674
2015,December,2 Eastern,Total,109045,6688.876021013
2015,December,3 Southern Metro, Bayside,4505,4448.591855275
2015,December,3 Southern Metro, Cardinia,7316,7926.498949056
2015,December,3 Southern Metro, Casey,21029,7020.712587805
2015,December,3 Southern Metro, Frankston,14821,10756.223238261
2015,December,3 Southern Metro, Glen Eira,6488,4446.150050711
2015,December,3 Southern Metro, Greater Dandenong,19478,12481.017038209
2015,December,3 Southern Metro, Kingston,11025,7056.270960805
2015,December,3 Southern Metro, Mornington Peninsula,11047,6955.191366925
2015,December,3 Southern Metro, Port Phillip,12432,11686.297365131
2015,December,3 Southern Metro, Stonnington,10105,9354.05635576
2015,December,3 Southern Metro,Total,118246,8086.009328801
2015,December,4 Western, Ararat,1257,10795.259361044
2015,December,4 Western, Ballarat,11307,11142.20676199
2015,December,4 Western, Buloke,222,3520.456707897
2015,December,4 Western, Campaspe,3068,8196.852707793
2015,December,4 Western, Central Goldfields,1264,9760.617760618
2015,December,4 Western, Colac-Otway,1677,7899.19924635
2015,December,4 Western, Corangamite,681,4184.588914833
2015,December,4 Western, Gannawarra,587,5571.374335611
2015,December,4 Western, Glenelg,1583,8026.569313457
2015,December,4 Western, Golden Plains,672,3141.948756312
2015,December,4 Western, Greater Bendigo,8411,7652.76413
2015,December,4 Western, Greater Geelong,20848,8950.482127371
2015,December,4 Western, Hepburn,825,5380.200860832
2015,December,4 Western, Hindmarsh,219,3770.661157025
2015,December,4 Western, Horsham,3043,15374.89894907
2015,December,4 Western, Loddon,424,5630.062408711
2015,December,4 Western, Macedon Ranges,2126,4584.564293878
2015,December,4 Western, Mildura,6166,11385.626708029
2015,December,4 Western, Moorabool,2177,6857.124858259
2015,December,4 Western, Mount Alexander,963,5123.975736937
2015,December,4 Western, Moyne,586,3532.035440902
2015,December,4 Western, Northern Grampians,1150,9876.331157678
2015,December,4 Western, Pyrenees,496,6909.040256303
2015,December,4 Western, Queenscliffe,175,5966.587112172
2015,December,4 Western, Southern Grampians,1149,7109.268654869
2015,December,4 Western, Surf Coast,1540,5198.312236287
2015,December,4 Western, Swan Hill,2268,10855.31039104
2015,December,4 Western, Warrnambool,2798,8228.201735039
2015,December,4 Western, West Wimmera,157,3950.679416205
2015,December,4 Western, Yarriambiack,459,6724.289481395
2015,December,4 Western,Total,78298,8231.843223012
2015,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,1331,
2015,December,Justice Institutions and Immigration Facilities,Total,1331,
2015,December,Unincorporated Vic, Unincorporated Vic,117,
2015,December,Unincorporated Vic,Total,117,
2014,December,1 North West Metro, Banyule,8932,7139.48859776
2014,December,1 North West Metro, Brimbank,17366,8750.025192978
2014,December,1 North West Metro, Darebin,14480,9684.906127308
2014,December,1 North West Metro, Hobsons Bay,7025,7769.55660993
2014,December,1 North West Metro, Hume,17760,9284.915149677
2014,December,1 North West Metro, Maribyrnong,8155,9889.283678741
2014,December,1 North West Metro, Melbourne,33063,25835.514748974
2014,December,1 North West Metro, Melton,9826,7598.852361398
2014,December,1 North West Metro, Merri-bek,12696,7736.793033474
2014,December,1 North West Metro, Moonee Valley,8483,7203.45099904
2014,December,1 North West Metro, Nillumbik,2051,3233.332807844
2014,December,1 North West Metro, Whittlesea,13591,7233.141208841
2014,December,1 North West Metro, Wyndham,12973,6437.830005161
2014,December,1 North West Metro, Yarra,12859,14741.826019168
2014,December,1 North West Metro,Total,179260,9353.69446407
2014,December,2 Eastern, Alpine,467,3779.846216107
2014,December,2 Eastern, Bass Coast,2572,8058.401478836
2014,December,2 Eastern, Baw Baw,3810,8168.253151531
2014,December,2 Eastern, Benalla,1164,8375.305799396
2014,December,2 Eastern, Boroondara,6789,3932.005096722
2014,December,2 Eastern, East Gippsland,3913,8837.545452492
2014,December,2 Eastern, Greater Shepparton,7261,11359.689607159
2014,December,2 Eastern, Indigo,441,2803.203661327
2014,December,2 Eastern, Knox,9540,6059.682152521
2014,December,2 Eastern, Latrobe,11883,16029.08247228
2014,December,2 Eastern, Manningham,4026,3370.814739151
2014,December,2 Eastern, Mansfield,571,6801.667659321
2014,December,2 Eastern, Maroondah,7762,6966.370791861
2014,December,2 Eastern, Mitchell,3289,8415.208269369
2014,December,2 Eastern, Moira,1423,4890.034364261
2014,December,2 Eastern, Monash,9148,4914.316411496
2014,December,2 Eastern, Murrindindi,671,4902.4621904
2014,December,2 Eastern, South Gippsland,1201,4210.932295502
2014,December,2 Eastern, Strathbogie,493,4921.1419445
2014,December,2 Eastern, Towong,196,3276.496155132
2014,December,2 Eastern, Wangaratta,2511,9012.274782858
2014,December,2 Eastern, Wellington,3902,9085.40560678
2014,December,2 Eastern, Whitehorse,7328,4459.59104187
2014,December,2 Eastern, Wodonga,3171,8264.484349345
2014,December,2 Eastern, Yarra Ranges,7055,4642.424720994
2014,December,2 Eastern,Total,100587,6246.739600256
2014,December,3 Southern Metro, Bayside,4260,4268.665390743
2014,December,3 Southern Metro, Cardinia,5595,6352.901101397
2014,December,3 Southern Metro, Casey,17611,6116.268489288
2014,December,3 Southern Metro, Frankston,14890,10933.977573964
2014,December,3 Southern Metro, Glen Eira,5352,3724.581402146
2014,December,3 Southern Metro, Greater Dandenong,15960,10490.682617412
2014,December,3 Southern Metro, Kingston,9466,6138.382724856
2014,December,3 Southern Metro, Mornington Peninsula,10441,6671.565495208
2014,December,3 Southern Metro, Port Phillip,11863,11357.478626342
2014,December,3 Southern Metro, Stonnington,9610,9075.112848698
2014,December,3 Southern Metro,Total,105048,7351.8286141
2014,December,4 Western, Ararat,1018,8806.228373702
2014,December,4 Western, Ballarat,10221,10229.797625958
2014,December,4 Western, Buloke,216,3409.629044988
2014,December,4 Western, Campaspe,2948,7895.441641223
2014,December,4 Western, Central Goldfields,1097,8514.4365104
2014,December,4 Western, Colac-Otway,1534,7259.476598363
2014,December,4 Western, Corangamite,671,4106.487148103
2014,December,4 Western, Gannawarra,546,5183.216252136
2014,December,4 Western, Glenelg,1730,8757.276638826
2014,December,4 Western, Golden Plains,577,2760.897650605
2014,December,4 Western, Greater Bendigo,8628,7992.218980131
2014,December,4 Western, Greater Geelong,18509,8127.107629619
2014,December,4 Western, Hepburn,616,4056.902002107
2014,December,4 Western, Hindmarsh,228,3901.437371663
2014,December,4 Western, Horsham,2379,12046.789548309
2014,December,4 Western, Loddon,531,7067.74923466
2014,December,4 Western, Macedon Ranges,2088,4591.937718546
2014,December,4 Western, Mildura,5935,11044.53170069
2014,December,4 Western, Moorabool,1921,6183.609090324
2014,December,4 Western, Mount Alexander,1012,5469.974595968
2014,December,4 Western, Moyne,646,3912.30620155
2014,December,4 Western, Northern Grampians,936,7947.694659081
2014,December,4 Western, Pyrenees,451,6399.886476515
2014,December,4 Western, Queenscliffe,126,4242.424242424
2014,December,4 Western, Southern Grampians,953,5862.811442633
2014,December,4 Western, Surf Coast,1411,4886.749324652
2014,December,4 Western, Swan Hill,2197,10491.88156638
2014,December,4 Western, Warrnambool,3001,8897.388004388
2014,December,4 Western, West Wimmera,194,4804.358593363
2014,December,4 Western, Yarriambiack,355,5127.094165222
2014,December,4 Western,Total,72675,7743.583241256
2014,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,980,
2014,December,Justice Institutions and Immigration Facilities,Total,980,
2014,December,Unincorporated Vic, Unincorporated Vic,116,
2014,December,Unincorporated Vic,Total,116,
